问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,T:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,M:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.UseMauiApp``1(Microsoft.Maui.Hosting.MauiAppBuilder),,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,10,12,"M:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.ConfigureFonts(Microsoft.Maui.Hosting.MauiAppBuilder,System.Action{Microsoft.Maui.Hosting.IFontCollection})",,,,,"builder                  .UseMauiApp<App>()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,9,12,T:Microsoft.Maui.Hosting.MauiApp,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,9,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\MauiProgram.cs,9,12,M:Microsoft.Maui.Hosting.MauiApp.CreateBuilder(System.Boolean),,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\App.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(App));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,36,8,T:Microsoft.Maui.IActivationState,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,36,8,T:Microsoft.Maui.Controls.Window,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,38,12,P:Microsoft.Maui.Controls.Window.Title,,,,,"return new Window(new MainPage()) { Title = ""Terraria Wiki"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,38,12,T:Microsoft.Maui.Controls.Window,,,,,"return new Window(new MainPage()) { Title = ""Terraria Wiki"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,38,12,M:Microsoft.Maui.Controls.Window.#ctor(Microsoft.Maui.Controls.Page),,,,,"return new Window(new MainPage()) { Title = ""Terraria Wiki"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,27,12,M:Microsoft.Maui.Controls.Application.OnStart,,,,,base.OnStart();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,12,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,"public App(LocalWebServer webServer, ManagerDbService managerDb,   // 注入管理库          ContentDbService contentDb, DataService dataService, LogService logService, AppState appState, AppService appService)          {              InitializeComponent();              _webServer = webServer;              ManagerDb = managerDb;              ContentDb = contentDb;              DataManager = dataService;              LogManager = logService;              AppStateManager = appState;              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,12,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,"public App(LocalWebServer webServer, ManagerDbService managerDb,   // 注入管理库          ContentDbService contentDb, DataService dataService, LogService logService, AppState appState, AppService appService)          {              InitializeComponent();              _webServer = webServer;              ManagerDb = managerDb;              ContentDb = contentDb;              DataManager = dataService;              LogManager = logService;              AppStateManager = appState;              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\App.xaml.cs,4,31,T:Microsoft.Maui.Controls.Application,,,,,Application
